kode,nama_produk,unit,trx_count,qty_sum,qty_mean,qty_median,qty_std,qty_max,qty_p75,qty_p95,outlier_jumlah_beli,permintaan_kategori
E0000006,ENTRASOL GOLD CKLT 185G,BOX,5,6.0,1.2,1.0,0.4472135954999579,2.0,1.0,1.7999999999999998,0,0
E0000007,ENTRASOL GOLD VNLA 185G,BOX,11,15.0,1.3636363636363635,1.0,0.504524979109513,2.0,2.0,2.0,0,0
E000001,ERLAMOL F TAB,STRIP,26,140.0,5.384615384615385,1.0,11.960190376668503,60.0,4.0,17.5,0,1
E0000010,ENTROSTOP ANAK,SACH,28,126.0,4.5,2.0,4.98516317203879,18.0,4.0,15.899999999999991,0,1
E0000011,ENTROSTOP TAB,STRIP,131,291.0,2.2213740458015265,1.0,3.9424515534526474,24.0,1.0,12.0,0,1
E0000013,EPEXOL SYR 120ML,BTL,28,37.0,1.3214285714285714,1.0,0.6118321864193027,3.0,1.25,2.6499999999999986,0,0
E0000015,ERLAMYCETIN PLUS TM,TUBE,123,182.0,1.4796747967479675,1.0,0.8810350981633222,6.0,2.0,3.0,0,0
E0000016,ERLAMYCETIN SM,TUBE,281,745.0,2.6512455516014235,2.0,4.7979988626423875,50.0,2.0,6.0,0,1
E0000021,ERLAMICETIN TT,BTL,128,267.0,2.0859375,1.0,3.289274729789455,24.0,2.0,3.0,0,1
E0000027,EASY TOUCH GCU,PCS,39,54.0,1.3846153846153846,1.0,0.6733804983414345,3.0,2.0,3.0,0,0
E0000030,EYEFRESH MD,STRIP,24,40.0,1.6666666666666667,2.0,0.48154341234307685,2.0,2.0,2.0,0,0
E0000032,ELKANA TAB,STRIP,58,139.0,2.396551724137931,1.0,2.907580263467502,10.0,2.0,10.0,0,1
E0000033,EPEXOL DROP,BTL,7,10.0,1.4285714285714286,1.0,0.5345224838248488,2.0,2.0,2.0,0,0
E0000034,ELKANA SYR,BTL,18,23.0,1.2777777777777777,1.0,0.4608885989624768,2.0,1.75,2.0,0,0
E0000035,ELKANA CL EMULSI,BTL,7,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E0000037,EPEXOL TAB,STRIP,86,179.0,2.0813953488372094,1.0,3.1630778617523037,20.0,1.0,10.0,0,1
E0000039,EMPENG S050,PCS,4,7.0,1.75,2.0,0.5,2.0,2.0,2.0,0,0
E0000040,EVER E,STRIP,35,74.0,2.1142857142857143,1.0,3.2878692239219993,13.0,1.0,12.0,0,1
E0000043,ENTRASOL GOLD COKLAT 370GR,DUS,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E0000044,ESPERSON 5G,TUBE,18,18.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E0000047,EJIAO MADU CINA,BTL,39,151.0,3.871794871794872,2.0,6.216190605268281,36.0,2.5,12.0,0,1
E0000049,ETAFLUSIN TAB,STRIP,37,90.0,2.4324324324324325,1.0,3.8840166819396624,20.0,1.0,10.0,0,1
E0000051,EPERISON HCL TAB,STRIP,117,218.0,1.8632478632478633,1.0,2.6356507503251185,10.0,1.0,10.0,0,1
E0000053,ENTRASOL ACTIVE COKLAT 160GR,DUS,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E0000054,ETAFLUSIN SYR,BTL,168,421.0,2.505952380952381,1.0,5.439924514941157,40.0,2.0,10.600000000000023,0,1
E0000056,EMTRIX,TUBE,46,5506.0,119.69565217391305,100.0,71.6413504324663,300.0,200.0,200.0,1,1
E0000067,EMPENG PIGEON STEP 3,PICIS,21,30.0,1.4285714285714286,1.0,0.9258200997725514,4.0,1.0,3.0,0,0
E0000073,EDORISAN DROP,BOTOL,147,449.0,3.054421768707483,1.0,4.916818094769941,20.0,3.0,20.0,0,1
E0000076,ERDOSTEIN 300MG,STRIP,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E0000080,EGOJI GUMMY JERUK,SACH,127,232.0,1.8267716535433072,1.0,1.7461726318272435,10.0,1.0,5.0,0,1
E0000081,EGOJI GUMMY STRAW,SACH,119,223.0,1.8739495798319328,1.0,1.720044450789136,10.0,1.5,5.0,0,1
E0000082,EYEVIT TAB,STRIP,47,80.0,1.702127659574468,1.0,1.516788564225793,5.0,1.0,5.0,0,0
E0000084,EYEVIT SYR 60ML,BTL,9,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E0000086,ENTRASOL ACTIVE COK 360GR,BOX,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E0000088,ENTRASOL QUICKSTART 30GR,BOX,4,5.0,1.25,1.0,0.5,2.0,1.25,1.8499999999999996,0,0
E0000089,ERLAMOL SYR 60ML,BTL,39,64.0,1.641025641025641,1.0,1.28733056089314,6.0,1.5,3.3000000000000043,0,0
E0000090,ECODINE 30ML,BTL,4,6.0,1.5,1.0,1.0,3.0,1.5,2.6999999999999993,0,0
E0000091,ECODINE 10ML,BTL,16,30.0,1.875,1.0,1.7464249196572978,6.0,1.5,6.0,0,1
E0000092,ECODINE 60ML,BTL,8,10.0,1.25,1.0,0.7071067811865476,3.0,1.0,2.299999999999999,0,0
E0000097,EMPENG PIGEON STEP2,PCS,7,8.0,1.1428571428571428,1.0,0.37796447300922725,2.0,1.0,1.6999999999999993,0,0
E0000099,EPIMAXX,BOX,11,18.0,1.6363636363636365,1.0,1.8040358795061298,7.0,1.0,4.5,0,0
E00001,ELSIRON KAPT,STRIP,14,37.0,2.642857142857143,1.0,5.047575851636306,20.0,1.0,8.949999999999994,0,1
E0000100,ENBATIC SK 10gr,TUBE,10,17.0,1.7,1.0,0.9486832980505138,3.0,2.75,3.0,0,0
E0000101,ELANOS KAPLET,TAB,7,120.0,17.142857142857142,10.0,18.89822365046136,60.0,10.0,44.999999999999964,0,1
E0000102,ENTRASOL PLATINUM VANILA 800GR,KLNG,2,3.0,1.5,1.5,0.7071067811865476,2.0,1.75,1.95,0,0
E0000103,ENTRASOL PLATINUM VANILA 400GR,KLNG,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E0000104,ERLAMOL 500MG TAB,STRIP,25,59.0,2.36,1.0,4.111771718695806,20.0,1.0,8.59999999999998,0,1
E0000106,EMPENG PIGEON MINILIGHT STEP 2,PCS,2,5.0,2.5,2.5,0.7071067811865476,3.0,2.75,2.95,0,1
E0000107,ESPERSON 15GR,TUBE,5,6.0,1.2,1.0,0.4472135954999579,2.0,1.0,1.7999999999999998,0,0
E0000108,ERPEPSA SUSPENSI 100ML,BTL,3,5.0,1.6666666666666667,1.0,1.1547005383792517,3.0,2.0,2.8,0,0
E0000109,ERPHAMOL DROPS 15ML,BTL,1,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0,1
E0000110,ERPHAMOL SYR 60ML,BTL,2,4.0,2.0,2.0,1.4142135623730951,3.0,2.5,2.9,0,1
E000020,ETABION,STRIP,72,173.0,2.4027777777777777,1.0,2.981916021820427,10.0,2.0,10.0,0,1
E000025,EUCHA INH,PCS,15,27.0,1.8,1.0,2.833473385894321,12.0,1.0,4.999999999999989,0,1
E0000524,EMTURNAS 500MG,STRIP,17,40.0,2.3529411764705883,1.0,2.9778594760034482,10.0,2.0,10.0,0,1
E000072,ERPHAFLAM TAB,STRIP,60,148.0,2.466666666666667,1.5,2.2882653237966957,10.0,2.25,5.249999999999986,0,1
E000078,EDS TTO DISINFECTAN,BTL,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E000088,ENTRASOL ACTIVE VAN LATTE 160GR,BOX,2,3.0,1.5,1.5,0.7071067811865476,2.0,1.75,1.95,0,0
E000090,EMPENG RELIABLE STEP1,PCS,34,56.0,1.6470588235294117,1.0,1.4746823580151076,6.0,1.0,6.0,0,0
E000093,ERICFIL 100MG,TAB,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E000095,ENATIN KAP,BLSTR,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0,1
E000096,ERMUNO KAPLET,STRIP,10,12.0,1.2,1.0,0.6324555320336759,3.0,1.0,2.099999999999998,0,0
E000097,E-CARE POPOK DEWASA M,PCS,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E00012,EUCA ROLL ON 8ML,PCS,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
E00013,EUCA INH,PCS,19,44.0,2.3157894736842106,1.0,5.2604671484463275,24.0,1.0,4.199999999999953,0,1
E000370,ETAMOX 500MG,STRIP,87,145.0,1.6666666666666667,1.0,2.7477968623788813,20.0,1.0,7.600000000000023,0,0
E000371,ETAMOX SYR,BTL,36,50.0,1.3888888888888888,1.0,0.5989408641344809,3.0,2.0,2.25,0,0
F00000001,FERMOL SYR 60ML,BTL,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
F0000002,FARGOXIN,STRIP,11,21.0,1.9090909090909092,1.0,2.7001683449201996,10.0,1.0,6.0,0,1
F0000004,FARMOTEN 25MG,STRIP,37,90.0,2.4324324324324325,1.0,2.8041689256111804,10.0,2.0,10.0,0,1
F0000005,FATIGON,STRIP,74,278.0,3.7567567567567566,2.0,4.074009874873914,15.0,7.5,10.0,0,1
F0000007,FATIGON SPIRIT,STRIP,107,252.0,2.3551401869158877,1.0,3.4620648665990625,20.0,2.0,10.0,0,1
F0000008,FEMINAX,STRIP,71,161.0,2.267605633802817,1.0,4.332461347544582,25.0,2.0,6.0,0,1
F0000009,FG TROCHES,TAB,510,10670.0,20.92156862745098,10.0,49.8143283989763,360.0,10.0,30.0,1,1
F000001,FEMMY VIT D3,BOX,130,343.0,2.6384615384615384,1.0,9.643251925170663,100.0,2.0,3.549999999999997,1,1
F0000019,FISHQUA,BTL,4,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
F0000020,FITKOM TAB ANGGUR,BTL,28,42.0,1.5,1.0,1.0715167512214394,6.0,2.0,3.0,0,0
F0000021,FITKOM TAB JERUK,BTL,26,37.0,1.4230769230769231,1.0,1.064822123101391,6.0,1.0,2.75,0,0
F0000022,FITKOM TAB STRAW,BTL,34,49.0,1.4411764705882353,1.0,1.0207298776199087,6.0,1.0,3.0,0,0
F0000024,FOLAVIT 400MG,STRIP,179,451.0,2.5195530726256985,1.0,3.1432838731172428,20.0,2.0,10.0,0,1
F0000025,FRESH CARE CITRUS,BTL,217,414.0,1.9078341013824884,1.0,2.7030133065364654,12.0,1.0,12.0,0,1
F0000026,FRESH CARE GREEN TEA,BTL,73,128.0,1.7534246575342465,1.0,1.8010862611044252,6.0,1.0,6.0,0,0
F0000027,FRESH CARE LAVENDER,BTL,62,109.0,1.7580645161290323,1.0,1.7712224533852297,6.0,1.0,6.0,0,0
F0000030,FRESH CARE STRONG,BTL,620,1221.0,1.9693548387096773,1.0,2.913513094044508,12.0,1.0,12.0,0,1
F0000031,FUNGIDERM 5 GR,TUBE,65,101.0,1.5538461538461539,1.0,1.4898696380762777,6.0,1.0,6.0,0,0
F0000036,FORUMEN TT,BTL,80,115.0,1.4375,1.0,0.8088709117645001,4.0,2.0,3.0,0,0
F0000038,FRUIT 18 JR,BTL,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
F0000039,FUROSEMIDE 40 MG,STRIP,169,358.0,2.1183431952662723,1.0,2.640834482217373,20.0,2.0,10.0,0,1
F0000044,FASIDOL,STRIP,510,1277.0,2.503921568627451,1.0,5.04352220394976,30.0,1.0,20.0,0,1
F0000046,FASIDOL FORTE,STRIP,117,262.0,2.2393162393162394,1.0,4.254104656093056,30.0,1.0,10.0,0,1
F000005,FARMABEX C,STRIP,12,17.0,1.4166666666666667,1.0,0.5149286505444373,2.0,2.0,2.0,0,0
F0000050,FULADIC CR 5GR,TUBE,9,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
F0000054,FLUCADEX TAB,STRIP,215,468.0,2.1767441860465118,1.0,3.9288554615806035,30.0,1.0,10.0,0,1
F0000056,FLADYSTIN OVULA,SUPP,40,110.0,2.75,2.0,2.8889710704944496,10.0,2.0,10.0,0,1
F0000057,FASIDOL SYR,BTL,52,82.0,1.5769230769230769,1.0,0.8932459829877099,3.0,3.0,3.0,0,0
F0000060,FUNGIDERM 10GR,TUBE,66,114.0,1.7272727272727273,1.0,1.659892995118889,6.0,1.0,6.0,0,0
F0000072,FLUMIN,STRIP,84,199.0,2.369047619047619,1.0,4.216375883156831,20.0,2.0,10.0,0,1
F0000073,FLOXIFAR,STRIP,55,134.0,2.4363636363636365,1.0,2.954993491022701,10.0,2.0,10.0,0,1
F0000074,FLUMIN SYR,BTL,27,42.0,1.5555555555555556,1.0,1.1547005383792515,6.0,1.5,3.0,0,0
F0000079,FARSIFEN SYR,BTL,15,23.0,1.5333333333333334,1.0,0.9154754164341269,3.0,2.0,3.0,0,0
F0000081,FARSIFEN 400MG TAB,STRIP,89,190.0,2.134831460674157,1.0,4.320119451305071,30.0,1.0,7.999999999999972,0,1
F0000085,FOLAMIL GENIO,BTL,68,76.0,1.1176470588235294,1.0,0.3245852354403189,2.0,1.0,2.0,0,0
F0000090,FOLAMIL GOLD,BTL,18,18.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
F0000091,FAXIDEN 20MG,STRIP,163,359.0,2.2024539877300615,1.0,3.725387558266864,20.0,1.0,10.0,0,1
F00001,FLOXIGRA 500MG,STRIP,14,36.0,2.5714285714285716,1.0,3.20370664445674,10.0,2.0,10.0,0,1
F0000100,FLIMTY,SACH,10,41.0,4.1,1.0,9.803060746521975,32.0,1.0,18.04999999999997,0,1
F0000106,FENOFIBRATE 300MG,STRIP,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
F0000107,FLUTAMOL KAPLET,STRIP,144,316.0,2.1944444444444446,1.0,4.211668403156965,30.0,1.0,10.0,0,1
F0000108,FOLAVICAP 1000,STRIP,11,34.0,3.090909090909091,1.0,3.562430222602134,10.0,3.5,10.0,0,1
F0000109,FORMICAL-B,STRIP,6,10.0,1.6666666666666667,1.0,1.632993161855452,5.0,1.0,4.0,0,0
F0000110,FEMMY TRIMUNE,BOX,16,104.0,6.5,1.0,12.24744871391589,50.0,6.5,21.5,0,1
F0000111,FARMALAT,STRIP,1,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0,1
F0000112,FLUNADIN TAB,STRIP,12,33.0,2.75,1.0,5.44601605846796,20.0,1.25,10.099999999999987,0,1
F0000113,FITSO HAND SANITIZER 100ML SPRAY,BTL,4,6.0,1.5,1.0,1.0,3.0,1.5,2.6999999999999993,0,0
F0000114,FITSO SOAP SULFUR 70GR,PCS,2,3.0,1.5,1.5,0.7071067811865476,2.0,1.75,1.95,0,0
F0000115,FITSO SOAP 70GR,PCS,3,4.0,1.3333333333333333,1.0,0.5773502691896257,2.0,1.5,1.9,0,0
F0000116,FRESH CARE EUCALYPTUS PATCH,PCS,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
F0000117,FLUTAMOL SYR 60ML,BTL,1,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0,1
F000036,FARIZOL KAPLET,STRIP,29,61.0,2.103448275862069,1.0,3.83912962221356,20.0,1.0,7.199999999999985,0,1
F000055,FLUCADEX SYR 60ML,BTL,42,64.0,1.5238095238095237,1.0,0.8621610748180848,3.0,2.0,3.0,0,0
F000075,FASIDOL FORTE SYR,BOTOL,37,56.0,1.5135135135135136,1.0,0.8373775738585321,3.0,2.0,3.0,0,0
F000077,FARSIFEN PLUS,STRIP,228,509.0,2.232456140350877,1.0,4.282265356557315,30.0,1.0,10.0,0,1
F000078,FASIDOL DROP,BTL,103,180.0,1.7475728155339805,1.0,1.8509056956408452,12.0,2.0,6.0,0,0
F000082,FAXIDEN GEL 10GR,TUBE,4,6.0,1.5,1.5,0.5773502691896257,2.0,2.0,2.0,0,0
F000084,FIBRIL 250MG KAPS,STRP,8,14.0,1.75,1.0,1.7525491637693282,6.0,1.25,4.599999999999998,0,0
F000085,FRESH CARE MKP,FLS,69,125.0,1.8115942028985508,1.0,1.7001328868376948,6.0,1.0,6.0,0,1
F000089,FITAMINO,SACH,1,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0,1
F000091,FLUANZA KPT,STRIP,96,214.0,2.2291666666666665,1.0,4.071671496072567,20.0,1.0,10.0,0,1
F000092,FITUNO,STRIP,15,16.0,1.0666666666666667,1.0,0.2581988897471611,2.0,1.0,1.299999999999999,0,0
F000093,FACE SHIELD,PCS,5,10.0,2.0,1.0,2.23606797749979,6.0,1.0,4.999999999999999,0,1
G0000001,GANDAPURA LANG 30 ML,BTL,65,113.0,1.7384615384615385,1.0,1.6228536120531163,6.0,1.0,6.0,0,0
G0000002,GANDAPURA LANG 60 ML,BTL,97,175.0,1.8041237113402062,1.0,1.929157713753876,12.0,1.0,6.0,0,1
G0000006,GELIGA CAIR 30 ML,BTL,61,103.0,1.6885245901639345,1.0,1.4667535990133376,6.0,1.0,6.0,0,0
G0000007,GELIGA CAIR 60 ML,BTL,18,27.0,1.5,1.0,1.2947859237091257,6.0,1.0,3.4499999999999957,0,0
G0000008,GELIGA CREAM 60GR,TUBE,11,14.0,1.2727272727272727,1.0,0.6466697906828632,3.0,1.0,2.5,0,0
G0000009,GELIGA CREAM 30GR,TUBE,11,14.0,1.2727272727272727,1.0,0.6466697906828632,3.0,1.0,2.5,0,0
G000001,GENTALEX CR,TUBE,5,9.0,1.8,1.0,1.0954451150103321,3.0,3.0,3.0,0,1
G00000105,GOOD DAY BTL,BTL,55,114.0,2.0727272727272728,1.0,2.2265614201220134,12.0,2.0,6.0,0,1
G0000014,GLIBENCLAMID 5MG,STRIP,45,194.0,4.311111111111111,2.0,9.577013726584708,60.0,3.0,9.199999999999989,0,1
G0000015,GLUCOPHAGE 500MG,TAB,39,1090.0,27.94871794871795,20.0,29.662974189834273,100.0,30.0,100.0,1,1
G0000016,GLUDEPATIC 500MG,STRIP,46,144.0,3.130434782608696,2.0,3.1241617233155448,10.0,3.0,10.0,0,1
G0000017,GOM,BTL,129,310.0,2.4031007751937983,1.0,4.872626633559924,24.0,2.0,6.999999999999972,0,1
G0000018,GPU 30 ML,BTL,196,355.0,1.8112244897959184,1.0,1.8144933687515439,6.0,1.0,6.0,0,1
G0000019,GPU 60 ML,BTL,182,305.0,1.6758241758241759,1.0,1.5835368944192258,6.0,1.0,6.0,0,0
G0000023,GAMAT SAR 30,BTL,23,98.0,4.260869565217392,3.0,5.4955965124513995,23.0,3.0,18.299999999999976,0,1
G0000025,GRAZEO,STRIP,629,1773.0,2.818759936406995,1.0,4.817916838594795,30.0,2.0,20.0,0,1
G0000026,GENTAMICYN CR,TUBE,102,236.0,2.3137254901960786,1.0,3.1715954449570845,20.0,2.0,10.0,0,1
G0000027,GOMARS,DUS,54,71.0,1.3148148148148149,1.0,0.46880313581901156,2.0,2.0,2.0,0,0
G0000028,GASTRUCID SYR,BTL,120,214.0,1.7833333333333334,1.0,1.5566789327667696,6.0,2.0,6.0,0,1
G0000029,GASTRUCID TAB,STRIP,42,111.0,2.642857142857143,1.0,4.394128169425418,20.0,2.0,10.0,0,1
G0000030,GAZERO,SACH,90,704.0,7.822222222222222,4.0,10.745867016094628,48.0,6.0,36.0,0,1
G0000031,GENOINT SK,TUBE,34,55.0,1.6176470588235294,1.0,0.817042185118868,3.0,2.0,3.0,0,0
G0000033,GENTIAN VIOLET,BTL,321,1653.0,5.149532710280374,2.0,8.780806915851066,48.0,4.0,24.0,0,1
G0000035,GOLD G,BTL,20,20.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
G0000038,GENALTEN CR 5GR,TUBE,80,207.0,2.5875,2.0,1.9532105993900457,6.0,4.0,6.0,0,1
G0000042,GRATHAZON 0.5,STRIP,885,2833.0,3.2011299435028246,1.0,6.883993407726396,40.0,2.0,20.0,0,1
G0000043,GUANISTREP SYR,BTL,33,47.0,1.4242424242424243,1.0,0.7084447327730932,3.0,2.0,3.0,0,0
G0000047,GRAFADON,STRIP,468,1100.0,2.3504273504273505,1.0,5.087358879981413,60.0,1.0,10.0,0,1
G0000049,GLUCOSAMINE 500MG,STRIP,9,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
G0000053,GPU KRIM 150GR,POT,38,62.0,1.631578947368421,1.0,1.1008854576640383,6.0,2.0,3.0,0,0
G0000057,GRAFALIN 4MG,STRIP,55,173.0,3.1454545454545455,2.0,4.938203983824339,20.0,2.0,20.0,0,1
G0000058,GRAFALIN 2MG,STRIP,94,317.0,3.372340425531915,2.0,4.588400622216972,20.0,3.0,13.499999999999943,0,1
G0000059,GLIMEPIRIDE 2MG,STRIP,101,221.0,2.1881188118811883,1.0,2.6822112940151777,10.0,2.0,10.0,0,1
G0000063,GINIFAR,STRIP,114,303.0,2.6578947368421053,1.0,3.263715639640229,20.0,2.0,10.0,0,1
G0000064,GPU JAHE 30ML,BTL,24,40.0,1.6666666666666667,1.0,1.4939491483885972,6.0,1.0,5.549999999999994,0,0
G0000067,G BUMIN,BTL,104,456.0,4.384615384615385,1.0,6.661449290263441,23.0,1.0,19.849999999999994,0,1
G0000068,GRANTUSIF TAB,STRIP,466,1573.0,3.375536480686695,2.0,5.8104986767798055,30.0,2.0,20.0,0,1
G0000070,GRAFACHLOR,STRIP,55,195.0,3.5454545454545454,2.0,5.017813386172426,20.0,3.0,20.0,0,1
G0000077,GREEN OIL HERBAL 5ML,PCS,9,13.0,1.4444444444444444,1.0,0.7264831572567789,3.0,2.0,2.5999999999999996,0,0
G0000080,GLIKOS 500MG,STRIP,44,265.0,6.0227272727272725,4.0,4.459057343094654,20.0,10.0,10.0,0,1
G0000084,GOFRESS ECOPACK,PCS,3,4.0,1.3333333333333333,1.0,0.5773502691896257,2.0,1.5,1.9,0,0
G0000085,GRAFAMIC,STRIP,97,186.0,1.9175257731958764,1.0,2.9814359763542897,20.0,1.0,10.0,0,1
G0000086,GABAPETIN KAP 300MG,STRIP,72,127.0,1.7638888888888888,1.0,2.1062820561730313,10.0,1.0,6.15000000000002,0,0
G0000087,GITARAMIN,STRIP,21,31.0,1.4761904761904763,1.0,1.9651729597938097,10.0,1.0,2.0,0,0
G0000088,GENOINT SM,TUBE,40,62.0,1.55,1.0,0.8755950357709131,3.0,2.25,3.0,0,0
G0000089,GASELA TAB,STRIP,66,156.0,2.3636363636363638,1.0,2.8963444527216007,10.0,2.0,10.0,0,1
G0000092,GPU KRIM 60GR,PCS,29,49.0,1.6896551724137931,1.0,0.9298021400838102,3.0,3.0,3.0,0,0
G0000093,GPU KRIM JAHE 150G,POT,2,4.0,2.0,2.0,1.4142135623730951,3.0,2.5,2.9,0,1
G0000097,GENOINT TM,FLS,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
G0000099,GF MILK UHT 125ML,PCS,42,98.0,2.3333333333333335,1.0,4.211868634985424,20.0,1.0,7.8999999999999915,0,1
G0000100,GPU PALA 30ML,BTL,16,32.0,2.0,1.0,1.7511900715418263,6.0,3.0,6.0,0,1
G0000101,GELIGA STICK 10GR,PCS,2,7.0,3.5,3.5,0.7071067811865476,4.0,3.75,3.95,0,1
G0000103,GLIBENCLAMIDE BLISTER,STRIP,324,2050.0,6.327160493827161,2.0,10.871515453651885,60.0,5.0,30.0,0,1
G0000105,GLIQUIDONE 30MG,STRIP,15,50.0,3.3333333333333335,2.0,2.7688746209726918,10.0,3.0,10.0,0,1
G0000108,GOTIK 5ML,BTL,8,15.0,1.875,1.0,1.7268882005337975,6.0,2.0,4.599999999999998,0,1
G0000109,GPU KRIM JAHE 60G,POT,4,6.0,1.5,1.0,1.0,3.0,1.5,2.6999999999999993,0,0
G0000110,GPU SEREH SCHT,SCHT,12,12.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
G0000111,GOLDTRION,STRIP,1,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0,1
G0000112,GLUCOSAMINE PATCH,PCS,2,4.0,2.0,2.0,1.4142135623730951,3.0,2.5,2.9,0,1
G0000113,GLUCOPHAGE XR 500MG,STRIP,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
G0000116,GOLDEN GINGER CAN HERB CLASSIC HOT 150GR,KLG,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
G0000117,GOLDEN GINGER CHEWS GINGER BROWN SUGAR 125GR,CAN,2,3.0,1.5,1.5,0.7071067811865476,2.0,1.75,1.95,0,0
G0000118,GRAFADON FORTE TAB,STRIP,4,13.0,3.25,1.0,4.5,10.0,3.25,8.649999999999997,0,1
G0000168,GREEN OIL 10ML,BTL,11,17.0,1.5454545454545454,2.0,0.5222329678670935,2.0,2.0,2.0,0,0
G000113,GLUCOSAMINE PLUS,STRIP,3,7.0,2.3333333333333335,1.0,2.3094010767585034,5.0,3.0,4.6,0,1
G002,CEK KOLESTEROL,KALI,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
G004,GELAS CUCI MATA,PCS,4,9.0,2.25,1.0,2.5,6.0,2.25,5.249999999999998,0,1
H0000001,HANSAPLAST,PCS,52,1720.0,33.07692307692308,8.0,59.40154026980563,300.0,28.0,144.99999999999957,1,1
H0000002,HANSAPLAST ROL B,ROL,74,143.0,1.9324324324324325,1.0,3.836847596878648,24.0,1.0,6.149999999999949,0,1
H000000247,HNS BRIGHT UP SERUM,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H0000003,HANSAPLAST ROL K,ROL,66,73.0,1.106060606060606,1.0,0.31027471097463977,2.0,1.0,2.0,0,0
H0000004,HEMAVITON ACTION,STRIP,85,219.0,2.5764705882352943,1.0,4.397987826127707,30.0,2.0,10.0,0,1
H0000005,HEMAVITON STAMINA,STRIP,157,461.0,2.9363057324840764,1.0,4.590516322926723,30.0,2.0,10.0,0,1
H0000006,HEROCYN TALK 85G,BTL,145,229.0,1.5793103448275863,1.0,1.1765590455814205,6.0,1.0,3.0,0,0
H0000007,HUFAGRIP BP,BTL,345,644.0,1.8666666666666667,1.0,2.7660034695926274,15.0,1.0,12.0,0,1
H0000008,HUFAGRIP FLU,BTL,638,1197.0,1.8761755485893417,1.0,2.83486309597165,15.0,1.0,12.0,0,1
H0000009,HUFAGRIP PILEK,BTL,172,303.0,1.7616279069767442,1.0,2.1564899249497156,12.0,1.0,6.0,0,0
H000001,HI D1000,STRIP,3,10.0,3.3333333333333335,4.0,2.0816659994661326,5.0,4.5,4.9,0,1
H0000010,HUFAGRIP TMP,BTL,108,186.0,1.7222222222222223,1.0,1.9083355439457195,12.0,1.0,6.0,0,0
H0000011,HYPAFIX,ROL,110,204.0,1.8545454545454545,1.0,2.9579200590780985,14.0,1.0,11.099999999999994,0,1
H0000012,HABBATUSAUDA 120,BTL,46,49.0,1.065217391304348,1.0,0.249637418228338,2.0,1.0,1.75,0,0
H0000013,HUFAGRIP FORTE,STRIP,218,521.0,2.389908256880734,1.0,3.9523998415739072,30.0,2.0,10.0,0,1
H0000014,HUFAMYCETIN,STRIP,107,211.0,1.97196261682243,1.0,2.6862962646050086,20.0,1.0,6.0,0,1
H0000016,HYPAFIX 5CMx5M,ROL,8,12.0,1.5,1.5,0.5345224838248488,2.0,2.0,2.0,0,0
H0000017,HUFAMYCETIN SYR,BTL,9,19.0,2.111111111111111,2.0,1.1666666666666667,4.0,3.0,3.5999999999999996,0,1
H0000018,HEROCYN TALK 150G,BTL,76,121.0,1.5921052631578947,1.0,1.3679925104955546,6.0,1.0,6.0,0,0
H0000019,HISTIGO,STRIP,143,304.0,2.125874125874126,1.0,2.4288962683975766,15.0,2.0,9.500000000000028,0,1
H0000020,HUKI NIPLE,PCS,13,14.0,1.0769230769230769,1.0,0.2773500981126145,2.0,1.0,1.3999999999999986,0,0
H0000022,HOTIN CREAM,BTL,115,298.0,2.591304347826087,1.0,4.832085111974632,24.0,2.0,10.599999999999994,0,1
